name,rating,reviews,category,address,phone,website,plus_code,latitude,longitude
Recycles,"4.8
(66)",(9),Bicycle Shop,"Dybbølsgade 59, 1750 København, Denmark","
+45 31 33 90 28",http://recycles.dk/,"
MG8X+PC Copenhagen Municipality, Denmark",55.6985324,12.398692
Noa cykler,"3.9
(77)",(9),Bicycle Shop,"Nordre Frihavnsgade 56, 2100 København, Denmark","
+45 50 69 76 75",http://www.noacykler.dk/,"
PH2M+W7 Copenhagen, Denmark",55.6985324,12.398692
Blegdams Cykler,"4.6
(37)",(9),Bicycle Shop,"Blegdamsvej 40, 2100 København, Denmark","
+45 32 13 81 82",http://www.blegdamscykler.dk/,"
MHV8+79 Copenhagen, Denmark",55.6985324,12.398692
"Niko Cycles - Rentals, Sales, & Service","4.1
(50)",(9),Bicycle Shop,"Krusågade 2, 1719 København, Denmark","
+45 71 43 26 07",No Website,"
MH83+RQ Copenhagen, Denmark",55.6985324,12.398692
Copenhagen Bike Fit,"4.6
(34)",(9),Bicycle Shop,"Randersgade 35, 2100 København, Denmark","
+45 61 65 19 92",http://copenhagenbikefit.dk/,"
PH3J+R8 Copenhagen, Denmark",55.6985324,12.398692
Velobarista,"4.7
(15)",(9),Bicycle Shop,"Valdemarsgade 65, 1665 København V, Denmark","
+45 40 58 32 24",http://velobarista.dk/,"
MG8X+XP Copenhagen, Denmark",55.6985324,12.398692
Cykel Chefen,"4.7
(151)",(9),Bicycle repair shop,"Nørre Søgade 41, 1370 København, Denmark","
+45 71 45 50 73",No Website,"
MHJ6+RJ Copenhagen, Denmark",55.6985324,12.398692
The Way to Bike,"4.2
(5)",(9),Bicycle Shop,"Rømersgade 7, 1362 København, Denmark","
+45 93 80 64 42",http://www.thewaytobike.dk/,"
MHM9+83 Copenhagen, Denmark",55.6985324,12.398692
Arosa Cykler,"4.9
(47)",(9),Bicycle Shop,"Vesterbrogade 135, 1620 København, Denmark","
+45 61 65 35 93",http://arosacykler.dk/,"
MGCR+36 Copenhagen, Denmark",55.6985324,12.398692
Lindhart Cykler,"4.9
(47)",(9),Bicycle Shop,"Rømersgade 7, 1362 København, Denmark","
+45 40 70 83 57",https://www.facebook.com/lindhartcykler,"
MHM9+83 Copenhagen, Denmark",55.6985324,12.398692
Copenhagen Cycling Club,"4.9
(62)",(9),Bicycle Shop,"Rådhusvej 3, 2920 Charlottenlund, Denmark","
+45 31 19 59 48",https://copenhagencyclingclub.com/,"
QH3C+3W Charlottenlund, Denmark",55.7526993,12.4281019
Cykelexperten.dk,"4.1
(587)",(9),Bicycle Shop,"Slotsherrensvej 103, 2720 København, Denmark","
+45 72 30 18 17",https://cykelexperten.dk/,"
MFXF+5W Copenhagen, Denmark",55.6979846,12.3305582
Vélo 94,"4.3
(92)",(9),Bicycle Shop,"Nørrebrogade 94, 2200 København N, Denmark","
+45 24 88 00 01",https://velo94.dk/,"
MHV2+3M Copenhagen, Denmark",55.6926563,12.4074389
Pedalatleten - Elcykel testcenter,"3.7
(262)",(9),Electric bicycle store,"Oslo Pl. 9, 2100 København, Denmark","
+45 70 70 75 13",http://www.pedalatleten.dk/,"
MHRP+VH Copenhagen, Denmark",55.6926563,12.4074389
Fri BikeShop,"4.1
(115)",(9),Bicycle Shop,"Gl. Kongevej 1, 1610 København V, Denmark","
+45 33 21 80 88",https://www.fribikeshop.dk/butikker/koebenhavn/urania,"
MHF6+Q2 Copenhagen, Denmark",55.6926563,12.4074389
Chili Bikes,"4.8
(11)",(9),Bicycle Shop,"Jagtvej 118, 2200 København, Denmark","
+45 26 80 06 25",No Website,"
MHX3+GM Copenhagen, Denmark",55.6926563,12.4074389
Dennis & Lottes Cykler,"4.9
(127)",(9),Bicycle repair shop,"Nørre Voldgade 22, st, th, 1358 København, Denmark","
+45 71 74 71 30",http://www.delocy.dk/,"
MHJ9+24 Copenhagen, Denmark",55.6926563,12.4074389
Luca's Cykler,"4.0
(102)",(9),Bicycle Shop,"Fredensgade 15A, 2200 København, Denmark","
+45 23 32 39 83",http://www.lucascykler.dk/,"
MHV8+6R Copenhagen, Denmark",55.6926563,12.4074389
Star Bike,"5.0
(146)",(9),Bicycle Shop,"Rantzausgade 4, 2200 København N, Denmark","
+45 30 30 30 13",https://starbike.dk/,"
MHP3+55 Copenhagen, Denmark",55.6926563,12.4074389
Norreport Bikes,"3.8
(86)",(9),Bicycle Shop,"Nørre Voldgade 11, 1358 København, Denmark","
+45 50 82 00 04",https://norreportbikes.dk/,"
MHMC+78 Copenhagen, Denmark",55.6926563,12.4074389
Søgade Cykler,"4.9
(64)",(9),Bicycle Shop,"Sølvgade 104, 1307 København K, Denmark","
+45 33 15 97 46",http://xn--sgadecykler-ggb.dk/,"
MHRC+7P Copenhagen, Denmark",55.6926563,12.4074389
Jagtvej Cykler 101,"4.8
(275)",(154),Bicycle Shop,"Jagtvej 101, 2200 København N, Denmark","
+45 30 64 25 64",No Website,"
MHW2+84 Copenhagen, Denmark",55.6926563,12.4074389
Alex Cykler,"4.1
(85)",(154),Bicycle Shop,"Amagerfælledvej 21-23, 2300 København, Denmark","
+45 32 57 22 70",http://www.alex-cykler.dk/,"
MH8W+92 Copenhagen Municipality, Denmark",55.6926563,12.4074389
Bikeshop.dk,"4.1
(29)",(154),Bicycle Shop,"Århusgade 97, 2100 København, Denmark","
+45 35 43 00 43",http://www.bikeshop.dk/,"
PH4P+RR Copenhagen, Denmark",55.6926563,12.4074389
Svanemøllens Cykler,"5.0
(264)",(154),Bicycle Shop,"Østerbrogade 165, 2100 København, Denmark","
+45 39 20 42 90",http://svanemoellenscykler.dk/,"
PH8G+4V Copenhagen, Denmark",55.6926563,12.4074389
Retro Cykler,"4.8
(102)",(154),Bicycle Shop,"Jagtvej 79, 2200 København, Denmark","
+45 60 15 94 44",No Website,"
MGVX+WM Copenhagen, Denmark",55.6926563,12.4074389
Stjerner Cykelværksted,"4.8
(106)",(154),Bicycle Shop,"Åboulevard 9D, 1635 København, Denmark","
+45 22 99 29 46",No Website,"
MHM4+69 Copenhagen, Denmark",55.6926563,12.4074389
Leadout Cycling,"4.3
(170)",(154),Bicycle Shop,"Strandvejen 60, 2900 Hellerup, Denmark","
+45 23 63 63 16",https://leadoutcycling.com/,"
PHGG+WR Hellerup, Denmark",55.6926563,12.4074389
Kalles Cykler,"4.2
(55)",(154),Bicycle Shop,"Amagerbrogade 37, 2300 København, Denmark","
+45 60 43 84 82",No Website,"
MJ72+Q8 Copenhagen, Denmark",55.6926563,12.4074389
Go BikeShop,"5.0
(17)",(154),Bicycle Shop,"Frederiksborgvej 114, 2400 København NV, Denmark","
+45 35 35 10 13",https://gobikeshop.dk/,"
PG6J+XW Copenhagen, Denmark",55.6926563,12.4074389
Cykelfabrikken,"4.4
(7)",(154),Bicycle Shop,"Istedgade 92, 1650 København, Denmark","
+45 27 12 32 32",http://www.cykelfabrikken.dk/,"
MH93+J2 Copenhagen, Denmark",55.6926563,12.4074389
Butchers & Bicycles Ltd.,"4.4
(25)",(154),Bicycle Shop,"Flæsketorvet 18, 1711 København, Denmark","
+45 71 99 88 08",http://www.butchersandbicycles.com/,"
MH95+54 Copenhagen, Denmark",55.6926563,12.4074389
Lion Cykler,"4.4
(78)",(154),Bicycle Shop,"Frederikssundsvej 68, 2400 København, Denmark","
+45 26 63 02 66",http://www.noerrebro-shopping.dk/butik/lion-cykler-6857.html,"
PG3G+QW Copenhagen, Denmark",55.6926563,12.4074389
Isak Cykelservice,"4.8
(96)",(154),Bicycle Shop,"Jagtvej 195, 2100 København, Denmark","
+45 27 82 23 82",No Website,"
PH59+5X Copenhagen, Denmark",55.6926563,12.4074389
Kongens Cykler,"4.2
(106)",(154),Bicycle Shop,"Store Kongensgade 63, 1264 København, Denmark","
+45 50 41 50 73",No Website,"
MHMQ+V4 Copenhagen, Denmark",55.6926563,12.4074389
Cykel Mesteren,"4.8
(709)",(154),Bicycle Shop,"Borgergade 26, 1300 Indre By, Denmark","
+45 44 94 00 44",No Website,"
MHMP+WG Indre By, Copenhagen, Denmark",55.6926563,12.4074389
Staal Bikeshop,"5.0
(171)",(154),Bicycle Shop,"Dirch Passers Allé 22, 2000 Frederiksberg, Denmark","
+45 20 66 58 04",http://staalbikeshop.dk/,"
MGM3+JJ Frederiksberg, Denmark",55.6926563,12.4074389
Saxil Cykler,"4.2
(27)",(154),Bicycle Shop,"Vesterbrogade 166, 1800 Frederiksberg C, Denmark","
+45 35 35 01 15",http://www.saxiloriginal.dk/,"
MGCQ+58 Frederiksberg C, Frederiksberg, Denmark",55.6926563,12.4074389
Cervéloshop,"5.0
(1)",(154),Bicycle Shop,"Istedgade 45, 1650 København, Denmark","
+45 36 89 38 00",http://www.cerveloshop.dk/,"
MH94+V5 Copenhagen, Denmark",55.6926563,12.4074389
Hr. Vélo,"4.6
(27)",(154),Bicycle Shop,"Vesterbrogade 135, 1620 København, Denmark",No Phone,http://www.hrvelo.dk/,"
MGCR+36 Copenhagen, Denmark",55.6926563,12.4074389
Heino Cykler,"4.0
(90)",(154),Bicycle Shop,"Lyngbyvej 165, 2100 København, Denmark","
+45 43 43 22 39",https://www.heino-cykler.dk/,"
PH94+Q4 Copenhagen, Denmark",55.6926563,12.4074389
Christiania Bikes,"4.3
(48)",(154),Bicycle Shop,"Fabriksområdet 91, 1440 København K, Denmark","
+45 70 70 76 80",https://christianiacykler.dk/,"
MJF2+FF Copenhagen, Denmark",55.6926563,12.4074389
Star Cykel,"2.9
(46)",(154),Bicycle Shop,"Nørrebrogade 190, 2200 København, Denmark","
+45 30 71 30 55",http://www.facebook.com/pages/Star-Cykel/412675198770009,"
MGXV+3J Copenhagen, Denmark",55.6926563,12.4074389
City Bike Expert,"2.5
(35)",(154),Bicycle Shop,"Vesterbrogade 141, 1620 København, Denmark","
+45 33 31 76 67",No Website,"
MGCQ+2X Copenhagen, Denmark",55.6926563,12.4074389
Enghave Cykler,"4.5
(56)",(154),Bicycle Shop,"Enghavevej 63, 1674 København V, Denmark","
+45 71 32 16 83",No Website,"
MG8V+68 Copenhagen, Denmark",55.6926563,12.4074389
Egedal Cykler - Vesterbro,"4.6
(30)",(154),Bicycle Shop,"Istedgade 114, 1650 København, Denmark","
+45 22 11 80 04",No Website,"
MH92+FC Copenhagen, Denmark",55.6926563,12.4074389
Schrøder Cykler,"3.7
(51)",(154),Bicycle Shop,"Amager Boul. 4, 2300 København, Denmark","
+45 32 54 86 19",http://www.schroeder-cykler.dk/,"
MH9J+J8 Copenhagen, Denmark",55.6926563,12.4074389
Velobless Cykler,"4.5
(10)",(154),Bicycle Shop,"Østerbrogade 147, 2100 København Ø, Denmark","
+45 39 29 09 29",https://velobless.dk/,"
PH7G+FV Copenhagen, Denmark",55.6926563,12.4074389
thansen København S,"3.3
(180)",(154),Home goods store,"Rundholtsvej 4, 2300 København, Denmark","
+45 31 31 31 31",https://www.thansen.dk/butikker/koebenhavns?utm_source=google&utm_medium=organic&utm_campaign=local_search&utm_id=koebenhavns,"
MH38+FV Copenhagen, Denmark",55.6926563,12.4074389
Ama'r Cykelservice,"4.6
(130)",(154),Bicycle Shop,"Holmbladsgade 27, 2300 København S, Denmark","
+45 32 57 89 79",https://www.amarcykelservice.dk/,"
MJ84+3F Copenhagen, Denmark",55.6926563,12.4074389
Bike Time S.m.b.a,"2.6
(93)",(154),Bicycle Shop,"Amagerbrogade 124, 2300 København, Denmark","
+45 93 91 01 81",http://biketime.dk/,"
MJ55+46 Copenhagen, Denmark",55.6926563,12.4074389
Frb cyckelringen,"5.0
(89)",(154),Bicycle Shop,"Falkoner Alle 96, 2000 Frederiksberg, Denmark","
+45 23 82 94 00",http://frb-cykelringen.dk/,"
MGPQ+9R Frederiksberg, Denmark",55.6926563,12.4074389
BikeLab CPH,"5.0
(26)",(154),Bicycle Shop,"Vesterbrogade 54, 1620 København, Denmark","
+45 61 62 25 66",https://www.bikelabcph.dk/,"
MHF3+3H Copenhagen, Denmark",55.6926563,12.4074389
Saxil Cykler Østerbro,"4.6
(117)",(154),Bicycle Shop,"Østerfælled Torv 19, 2100 København, Denmark","
+45 32 12 01 98",https://saxil-cykler.dk/,"
PH4G+7C Copenhagen, Denmark",55.6926563,12.4074389
Gold Star Cykler v/Søren C Jørgensen,"4.9
(54)",(154),Bicycle Shop,"Amagerbrogade 9B, 2300 København, Denmark","
+45 32 58 70 49",No Website,"
MH9W+3X Copenhagen, Denmark",55.6926563,12.4074389
Gammelholm Cykler,"4.1
(21)",(154),Bicycle Shop,"Holbergsgade 12, 1057 København, Denmark","
+45 33 33 83 84",No Website,"
MHHQ+4G Copenhagen, Denmark",55.6926563,12.4074389
Chr.havn City Bikes,"3.0
(30)",(154),Bicycle Shop,"Torvegade 26, 1400 København, Denmark","
+45 32 95 90 99",http://www.cykelshop24.dk/chrhavn-city-cykler-koebenhavn-k.htm,"
MHFQ+6R Copenhagen, Denmark",55.6926563,12.4074389
Bike fixer,"4.8
(19)",(154),Bicycle Shop,"Amager Landevej 139 A B, 2770 Kastrup, Denmark","
+45 91 81 13 14",No Website,"
JJHF+99 Kastrup, Denmark",55.6284512,12.4792124
Expander Cykler,"4.7
(70)",(154),Bicycle Shop,"Frederiksborgvej 84, 2400 København, Denmark","
+45 35 81 06 01",No Website,"
PG5J+7W Copenhagen, Denmark",55.7081739,12.3881138
Marco Cykler,"4.6
(29)",(154),Bicycle Shop,"Jagtvej 131, 2200 København, Denmark","
+45 93 80 90 12",No Website,"
MHX3+52 Copenhagen, Denmark",55.7081739,12.3881138
Sam Cykler,"3.6
(54)",(154),Bicycle Shop,"Amagerbrogade 16, 2300 København, Denmark","
+45 60 47 14 71",No Website,"
MH8X+Q3 Copenhagen, Denmark",55.7081739,12.3881138
Cykel værkstedet,"3.6
(63)",(154),Bicycle Shop,"Nørregade 18, 1165 København, Denmark","
+45 27 85 85 84",No Website,"
MHJC+CG Copenhagen, Denmark",55.7081739,12.3881138
Copenhagen Cycles,,(154),Bicycle Shop,"Vasbygade 10, 2450 København, Denmark","
+45 31 34 19 80",http://copenhagencycles.com/,"
MH53+5P Copenhagen, Denmark",55.7081739,12.3881138
nihola Cykler,"4.2
(35)",(154),Bicycle Shop,"Ingerslevsgade 100, 1705 København, Denmark","
+45 33 22 79 05",http://www.nihola.dk/,"
MH85+65 Copenhagen, Denmark",55.7081739,12.3881138
Sorico Cykler,"4.7
(78)",(154),Bicycle Shop,"Toftegårds Allé 16, 2500 København, Denmark","
+45 36 16 06 01",http://www.sorico-cykler.dk/,"
MG88+4J Copenhagen, Denmark",55.7081739,12.3881138
Rosenborg Cykler,"4.5
(131)",(154),Bicycle repair shop,"Rosenborggade 3, 1130 København, Denmark","
+45 20 44 55 57",http://www.rosenborgcykler.dk/,"
MHMF+8G Copenhagen, Denmark",55.7081739,12.3881138
Classen's Cykler,"4.4
(17)",(154),Bicycle Shop,"Classensgade 11, 2100 København, Denmark","
+45 35 26 55 44",http://www.classenscykler.dk/,"
MHWJ+PJ Copenhagen, Denmark",55.7081739,12.3881138
Coh&Co,"4.9
(7)",(154),Bicycle Shop,"Telemarksgade 2, 2300 København S, Denmark","
+45 22 33 05 03",https://cohandco.com/,"
MJ52+Q7 Copenhagen, Denmark",55.7081739,12.3881138
Bryggen City Cykler,"3.7
(66)",(154),Bicycle Shop,"Leifsgade 1, 2300 København, Denmark","
+45 35 36 92 22",https://m.facebook.com/people/Bryggen-City-Cykler/100065430521748/,"
MH8J+3M Copenhagen, Denmark",55.7081739,12.3881138
"Max's Bike (Repair, Rent, Buy)","2.9
(36)",(154),Bicycle Shop,"Nørre Farimagsgade 40, 1364 København, Denmark","
+45 91 41 15 52",http://www.maxbike.dk/,"
MHM8+7J Copenhagen, Denmark",55.7081739,12.3881138
ML Cykler (Cykelværksted og - handel),"4.8
(72)",(154),Bicycle Shop,"Gammel Jernbanevej 28, 2500 København, Denmark","
+45 50 56 54 57",No Website,"
MG79+RG Copenhagen, Denmark",55.7081739,12.3881138
Kliché Bryggens Cykel & Værksted,"5.0
(8)",(154),Bicycle Shop,"Islands Brygge 79B, 2300 København, Denmark","
+45 29 90 36 00",No Website,"
MH58+3X Copenhagen, Denmark",55.7081739,12.3881138
Elias cykler,"5.0
(36)",(154),Bicycle Shop,"Isafjordsgade 5, 2300 København, Denmark","
+45 42 42 94 73",No Website,"
MH8H+7G Copenhagen, Denmark",55.7081739,12.3881138
Ralson Nordic & Cykelværksted,"4.7
(3)",(154),Bicycle Shop,"Prinsessegade 61, 1422 København K, Denmark","
+45 52 71 72 92",https://www.ralsoncykler.dk/,"
MHFX+WG Copenhagen, Denmark",55.7081739,12.3881138
Rådhusstræde Cykler,"4.2
(17)",(154),Bicycle Shop,"Rådhusstræde 9, 1466 København, Denmark","
+45 50 43 98 00",No Website,"
MHGF+MR Copenhagen, Denmark",55.7081739,12.3881138
Københavns Cykelkooperativ,"4.3
(31)",(154),Bicycle Shop,"Blågårdsgade 13, 2200 København, Denmark","
+45 35 35 34 46",http://www.kbhck.dk/,"
MHP5+RM Copenhagen, Denmark",55.7081739,12.3881138
Cykeljagt,"3.7
(3)",(154),Bicycle Shop,"Jagtvej 25, 2200 København, Denmark","
+45 35 83 24 46",https://cykeljagt.dk/,"
MGRV+7Q Copenhagen, Denmark",55.7081739,12.3881138
Baisikeli,"4.2
(299)",(154),Bicycle Shop,"Ingerslevsgade 100, 1705 København, Denmark","
+45 26 70 02 29",http://www.baisikeli.dk/,"
MG89+HF Copenhagen, Denmark",55.7081739,12.3881138
Lindebjerg,"4.7
(18)",(18),Bicycle Shop,"Gladsaxevej 341, 2860 Søborg, Denmark","
+45 63 15 00 00",https://lindebjerg.dk/?utm_source=google&utm_medium=gmb&utm_campaign=vallensbaek,"
PFPP+QG Søborg, Denmark",55.7369046,12.1979272
VELOHOUSE - House of E-bikes,"4.8
(122)",(18),Electric bicycle store,"Gammel Køge Landevej 57, 2500 København, Denmark","
+45 41 37 21 00",https://velohouse.dk/,"
MG47+VF Copenhagen, Denmark",55.7369046,12.1979272
Indian Bike Shop,"4.7
(41)",(18),Bicycle Shop,"Tagensvej 180, ST,TV, 2200 KØBENHAVN N, Denmark","
+45 27 21 48 06",https://www.proff.dk/firma/indian-bike-shop-vparamvir-singh/k%C3%B8benhavn-n/butikhandel/GXFUMZI10MC/,"
PG4V+8F Copenhagen, Denmark",55.7369046,12.1979272
Kgs Have Cykler,"4.9
(166)",(18),Bicycle Shop,"Sølvgade 26, 1307 København, Denmark","
+45 26 44 30 30",https://www.kgshavecykler.dk/,"
MHPJ+MQ Copenhagen, Denmark",55.7369046,12.1979272
Islands Brygge Cykler,"4.4
(82)",(18),Bicycle Shop,"Islands Brygge 15, 2300 København, Denmark","
+45 32 20 20 57",https://www.facebook.com/Islandsbryggecykler/,"
MH9H+37 Copenhagen, Denmark",55.7369046,12.1979272
cykelexspres klassisk &EL,"4.1
(136)",(18),Bicycle Shop,"Nørrebrogade 46, 2200 København N, Denmark","
+45 35 35 81 82",https://cykelexpres.dk/vare-kategori/herrecykler/,"
MHQ4+QM Copenhagen, Denmark",55.7369046,12.1979272
Adam Cykler,"4.8
(45)",(18),Bicycle Shop,"Vesterbrogade 92, 1620 København, Denmark","
+45 61 66 63 98",http://www.vesterbrogade-shopping.dk/butik/adam-cykler-5047.html,"
MGCX+W9 Copenhagen, Denmark",55.7369046,12.1979272
Cykel Chefen,"4.7
(151)",(18),Bicycle repair shop,"Nørre Søgade 41, 1370 København, Denmark","
+45 71 45 50 73",No Website,"
MHJ6+RJ Copenhagen, Denmark",55.7369046,12.1979272
Pedalatleten - Elcykel testcenter,"3.7
(262)",(18),Electric bicycle store,"Oslo Pl. 9, 2100 København, Denmark","
+45 70 70 75 13",http://www.pedalatleten.dk/,"
MHRP+VH Copenhagen, Denmark",55.7369046,12.1979272
Leadout Cycling,"4.3
(170)",(18),Bicycle Shop,"Strandvejen 60, 2900 Hellerup, Denmark","
+45 23 63 63 16",https://leadoutcycling.com/,"
PHGG+WR Hellerup, Denmark",55.7369046,12.1979272
City Bike,"4.7
(27)",(18),Bicycle Shop,"Frederiksborggade 41, 1360 København, Denmark","
+45 28 46 68 71",No Website,"
MHP8+69 Copenhagen, Denmark",55.7369046,12.1979272
Noa cykler,"3.9
(77)",(18),Bicycle Shop,"Nordre Frihavnsgade 56, 2100 København, Denmark","
+45 50 69 76 75",http://www.noacykler.dk/,"
PH2M+W7 Copenhagen, Denmark",55.7369046,12.1979272
Neptun Cykler,"3.6
(182)",(18),Bicycle Shop,"Teglholmsgade 4C, 2450 København, Denmark","
+45 61 50 50 81",https://neptuncykler.dk/,"
MG3V+69 Copenhagen, Denmark",55.7369046,12.1979272
Isak Cykelservice,"4.8
(96)",(18),Bicycle Shop,"Jagtvej 195, 2100 København, Denmark","
+45 27 82 23 82",No Website,"
PH59+5X Copenhagen, Denmark",55.7369046,12.1979272
Luca's Cykler,"4.0
(102)",(18),Bicycle Shop,"Fredensgade 15A, 2200 København, Denmark","
+45 23 32 39 83",http://www.lucascykler.dk/,"
MHV8+6R Copenhagen, Denmark",55.7369046,12.1979272
OMNIUM Nørrebro,"4.2
(30)",(18),Bicycle Shop,"Nørrebrogade 200, 2200 København, Denmark","
+45 30 20 44 84",https://omniumcargo.com/,"
MGXV+C5 Copenhagen, Denmark",55.7369046,12.1979272
The Way to Bike,"4.2
(5)",(18),Bicycle Shop,"Rømersgade 7, 1362 København, Denmark","
+45 93 80 64 42",http://www.thewaytobike.dk/,"
MHM9+83 Copenhagen, Denmark",55.7369046,12.1979272
P. H. Cycles,"5.0
(79)",(18),Bicycle Shop,"Blegdamsvej 130, 2100 København, Denmark","
+45 35 42 33 11",https://www.facebook.com/pages/PH-Cykler/131757240368969,"
MHXG+CC Copenhagen, Denmark",55.7369046,12.1979272
Rencykel.dk,"4.5
(158)",(18),Bicycle repair shop,"Robert Jacobsens Vej 70, 2300 Amager Vest, Denmark","
+45 71 74 95 59",https://www.rencykel.dk/book-tid-orestad-8-tallet,"
JH9C+3V Amager Vest, Copenhagen, Denmark",55.6177404,12.2837869
CPH Bike Shop,"4.4
(154)",(18),Bicycle Shop,"Holmbladsgade 38, 2300 København S, Denmark","
+45 32 96 34 28",https://www.cphbikeshop.dk/,"
MJ74+XF Copenhagen, Denmark",55.6177404,12.2837869
Marry cykler,"5.0
(176)",(18),Bicycle rental service,"Frederiksborgvej 50c, 2400 København, Denmark","
+45 31 13 11 65",https://www.rentbike.nu/,"
PG4J+FW Copenhagen, Denmark",55.6177404,12.2837869
E-Bike Union,"5.0
(2)",(18),Bicycle Shop,"Poppelstykket 14, 16, 2450 Cooenhagen sv, Denmark","
+45 50 16 91 89",https://e-bikeunion.dk/,"
MG26+RM Copenhagen, Denmark",55.6177404,12.2837869
Cykel Hjørnet,"4.9
(33)",(18),Bicycle repair shop,"Nygårdsvej 27, 2100 København, Denmark","
+45 42 72 29 71",No Website,"
PH6F+Q2 Copenhagen, Denmark",55.7119439,12.2841755
A H Cycles,"4.4
(104)",(18),Bicycle Shop,"Istedgade 39, 1650 København, Denmark","
+45 36 89 38 00",http://www.ahcykler.dk/,"
MH94+XF Copenhagen, Denmark",55.7119439,12.2841755
Ms Cykelcenter,"3.5
(47)",(18),Bicycle repair shop,"Vester Farimagsgade 4, 1606 København, Denmark","
+45 61 65 53 15",http://mscykler.dk/,"
MHF6+RX Copenhagen, Denmark",55.7119439,12.2841755
Copenhagen Bikeshop,"4.5
(46)",(18),Bicycle Shop,"Jagtvej 68, 2200 København, Denmark","
+45 81 74 16 96",http://www.copenhagenbikeshop.dk/,"
MHW2+99 Copenhagen, Denmark",55.7119439,12.2841755
thansen København S,"3.3
(180)",(18),Home goods store,"Rundholtsvej 4, 2300 København, Denmark","
+45 31 31 31 31",https://www.thansen.dk/butikker/koebenhavns?utm_source=google&utm_medium=organic&utm_campaign=local_search&utm_id=koebenhavns,"
MH38+FV Copenhagen, Denmark",55.7119439,12.2841755
Loop Rentals - Cargo e-Bikes,"4.8
(110)",(18),Tour operator,"Sindshvilevej 4, 2000 København, Denmark","
+45 61 10 88 08",https://loop-rentals.com/,"
MGPP+2X Copenhagen, Denmark",55.7119439,12.2841755
Cykelfabrikken,"4.4
(7)",(18),Bicycle Shop,"Istedgade 92, 1650 København, Denmark","
+45 27 12 32 32",http://www.cykelfabrikken.dk/,"
MH93+J2 Copenhagen, Denmark",55.7119439,12.2841755
Star Bike,"5.0
(146)",(18),Bicycle Shop,"Rantzausgade 4, 2200 København N, Denmark","
+45 30 30 30 13",https://starbike.dk/,"
MHP3+55 Copenhagen, Denmark",55.7119439,12.2841755
Cykel Mesteren,"4.8
(709)",(18),Bicycle Shop,"Borgergade 26, 1300 Indre By, Denmark","
+45 44 94 00 44",No Website,"
MHMP+WG Indre By, Copenhagen, Denmark",55.7119439,12.2841755
Buddha Bikes,"4.7
(298)",(18),Bicycle Shop,"Emblasgade 175, 2100 København, Denmark",No Phone,http://www.buddhabikes.dk/,"
PH53+3H Copenhagen, Denmark",55.7119439,12.2841755
Sali's Bike,"4.8
(302)",(18),Bicycle Shop,"H. P. Ørums Gade 1, 2100 København, Denmark","
+45 71 52 95 32",https://www.salisbike.dk/,"
PH56+X2 Copenhagen, Denmark",55.7119439,12.2841755
Swapfiets Copenhagen - Oslo Plads,"4.2
(211)",(18),Bicycle rental service,"Oslo Pl. 20, 2100 København Ø, Denmark",No Phone,http://www.swapfiets.dk/,"
MHVP+87 Copenhagen, Denmark",55.7119439,12.2841755
Copenhagen E-Bike Tours & Rentals,"4.9
(89)",(18),Tour operator,"Langelinie Allé 56, 2100 København, Denmark","
+45 31 23 89 00",http://www.copenhagenebiketours.com/,"
MJX2+84 Copenhagen, Denmark",55.7119439,12.2841755
Norreport Bikes,"3.8
(86)",(18),Bicycle Shop,"Nørre Voldgade 11, 1358 København, Denmark","
+45 50 82 00 04",https://norreportbikes.dk/,"
MHMC+78 Copenhagen, Denmark",55.7119439,12.2841755
Go BikeShop,"5.0
(17)",(18),Bicycle Shop,"Frederiksborgvej 114, 2400 København NV, Denmark","
+45 35 35 10 13",https://gobikeshop.dk/,"
PG6J+XW Copenhagen, Denmark",55.7119439,12.2841755
beCopenhagen,"4.9
(213)",(18),Sightseeing tour agency,"Fortunstræde 1, 1065 København, Denmark","
+45 42 83 85 94",https://becopenhagen.dk/,"
MHHJ+6J Copenhagen, Denmark",55.7119439,12.2841755
Vélo 94,"4.3
(92)",(18),Bicycle Shop,"Nørrebrogade 94, 2200 København N, Denmark","
+45 24 88 00 01",https://velo94.dk/,"
MHV2+3M Copenhagen, Denmark",55.7119439,12.2841755
Vélo 94,"4.3
(92)",(122),Bicycle Shop,"Nørrebrogade 94, 2200 København N, Denmark","
+45 24 88 00 01",https://velo94.dk/,"
MHV2+3M Copenhagen, Denmark",55.7119439,12.2841755
Fri Bikeshop,"4.3
(85)",(122),Bicycle Shop,"Godthåbsvej 248, 254, 2720 Vanløse, Denmark","
+45 71 99 23 13",https://www.fribikeshop.dk/butikker/vanloese,"
MGV6+R7 Vanløse, Copenhagen, Denmark",55.7119439,12.2841755
Copenhagen Bike Fit,"4.6
(34)",(122),Bicycle Shop,"Randersgade 35, 2100 København, Denmark","
+45 61 65 19 92",http://copenhagenbikefit.dk/,"
PH3J+R8 Copenhagen, Denmark",55.7119439,12.2841755
Larry vs. Harry,"4.5
(52)",(122),Bicycle Shop,"Frederiksborggade 43, 1361 Indre By, Denmark","
+45 31 36 17 19",http://www.larryvsharry.com/,"
MHP8+87 Indre By, Copenhagen, Denmark",55.7119439,12.2841755
City Bike Expert,"2.5
(35)",(122),Bicycle Shop,"Vesterbrogade 141, 1620 København, Denmark","
+45 33 31 76 67",No Website,"
MGCQ+2X Copenhagen, Denmark",55.7119439,12.2841755
