name,rating,category,address,phone,website,plus_code,latitude,longitude,review_count,postal_code,Location,Total,Men,Women
29er Bike Shop,4.8,Bicycle Shop,"Ordrupvej 112, 2920 Charlottenlund, Denmark", +45 39 65 29 29,https://29erbikeshop.dk/," QH59+WR Charlottenlund, Denmark",55.7598142,12.4253498,59.0,2920,,,,
Staal Bikeshop,5.0,Bicycle Shop,"Dirch Passers Allã © 22, 2000 Frederiksberg, Denmark", +45 20 66 58 04,http://staalbikeshop.dk/," MGM3+JJ Frederiksberg, Denmark",55.6840738,12.3598323,171.0,2000,"2000 Frederiksberg (København Municipality, Frederiksberg Municipality)",71280.0,33522.0,37758.0
Saxil bikes,4.2,Bicycle Shop,"Vesterbrogade 166, 1800 Frederiksberg C, Denmark", +45 35 35 01 15,http://www.saxiloriginal.dk/," MGCQ+58 Frederiksberg C, Frederiksberg, Denmark",55.6840738,12.3598323,27.0,1800,,,,
Uptown Bikes,4.3,Bicycle Repair Shop,"Frederiksberg Allã © 32, 1820 Frederiksberg, Denmark", +45 52 42 06 08,https://www.dba.dk/saelger/uptown-bikes/dbaboost/a4400682-0878-4428-af3b-250942a7317a," MGFW+CC Frederiksberg, Denmark",55.6972507,12.395863,53.0,1820,,,,
Schrøder bikes,3.7,Bicycle Shop,"Amager Boul.4, 2300 Copenhagen, Denmark", +45 32 54 86 19,http://www.schroeder-cykler.dk/," MH9J+J8 Copenhagen, Denmark",55.6972507,12.395863,51.0,2300,"2300 København S (København Municipality, Tårnby Municipality)",153680.0,75670.0,78010.0
Go Bikeshop,5.0,Bicycle Shop,"Frederiksborgvej 114, 2400 Copenhagen NV, Denmark", +45 35 35 10 13,https://gobikeshop.dk/," PG6J+XW Copenhagen, Denmark",55.6972507,12.395863,17.0,2400,2400 København NV (København Municipality),54410.0,27010.0,27400.0
GRØDDAL CYCLES,3.9,Bicycle Shop,"Sallingvej 2, 2720 Copenhagen, Denmark", +45 38 34 34 03,http://xn--grndalcykler-wjb.dk/," MGV5+RP Copenhagen Municipality, Denmark",55.6972507,12.395863,40.0,2720,"2720 Vanløse (København Municipality, Frederiksberg Municipality)",33170.0,16384.0,16786.0
Sam bikes,3.6,Bicycle Shop,"Amagerbrogade 16, 2300 Copenhagen, Denmark", +45 60 47 14 71,," MH8X+Q3 Copenhagen, Denmark",55.6972507,12.395863,54.0,2300,"2300 København S (København Municipality, Tårnby Municipality)",153680.0,75670.0,78010.0
Coh & co,4.9,Bicycle Shop,"Telemarksgade 2, 2300 Copenhagen S, Denmark", +45 22 33 05 03,https://cohandco.com/," MJ52+Q7 Copenhagen, Denmark",55.6972507,12.395863,7.0,2300,"2300 København S (København Municipality, Tårnby Municipality)",153680.0,75670.0,78010.0
The bike shop,4.5,Bicycle Shop,"Hostrupsvej 3, 1950 Frederiksberg, Denmark", +45 35 39 39 38,http://www.cykel-butikken.dk/," MGJP+P5 Frederiksberg, Denmark",55.6972507,12.395863,53.0,1950,,,,
Marco bikes,4.6,Bicycle Shop,"Jagtvej 131, 2200 Copenhagen, Denmark", +45 93 80 90 12,," MHX3+52 Copenhagen, Denmark",55.6972507,12.395863,29.0,2200,"2200 København N (København Municipality, Frederiksberg Municipality)",77258.0,36843.0,40415.0
Royal Bike - Halmtorvets bikes,3.1,Bicycle Shop,"Helgolandsgade 21, 1653 Copenhagen, Denmark", +45 33 22 55 25,http://www.istedgadeshopping.dk/butik/halmtorvets-cykler-13372.html," MHC6+CQ Copenhagen, Denmark",55.6972507,12.395863,36.0,1653,1653 København V (København Municipality),247.0,127.0,120.0
Free Bikeshop,4.2,Bicycle Shop,"Griffenfeldsgade 37, 2200 Copenhagen N, Denmark", +45 35 37 15 71,https://www.fribikeshop.dk/butikker/koebenhavn/noerrebro," MHP3+G6 Copenhagen, Denmark",55.6745688,12.4182796,78.0,2200,"2200 København N (København Municipality, Frederiksberg Municipality)",77258.0,36843.0,40415.0
Fix bikes,3.7,Bicycle Shop,"Englandsvej 34, 2300 Amager West, Denmark", +45 31 86 33 86,," MJ43+6H Amager Vest, Copenhagen, Denmark",55.6907301,12.427619,55.0,2300,"2300 København S (København Municipality, Tårnby Municipality)",153680.0,75670.0,78010.0
Horton bikes,5.0,Bicycle Shop,"Gentoftegade 66, 2820 Gentofte, Denmark", +45 32 20 99 00,https://hortoncykler.dk/cykler/?utm_source=Organisk&utm_medium=bred&utm_campaign=GMB&utm_id=GMB," PGWR+96 Gentofte, Denmark",55.7459881,12.3963464,31.0,2820,,,,
Bicycle Innovation Lab,5.0,Association / Organization,"Prague Blvd., 2300 Copenhagen, Denmark", +45 50 13 33 04,https://bicycleinnovationlab.dk/," MJ86+RC Copenhagen, Denmark",55.6670474,12.4668729,4.0,2300,"2300 København S (København Municipality, Tårnby Municipality)",153680.0,75670.0,78010.0
Bike Copenhagen With Mike,4.7,Tour Operator,"Sankt Peders Strings 47, 1453 Copenhagen, Denmark", +45 26 39 56 88,http://www.bikecopenhagenwithmike.dk/," MHH8+FW Copenhagen, Denmark",55.6670474,12.4668729,140.0,1453,1453 København K (København Municipality),332.0,173.0,159.0
Specialized,4.5,Used Bicycle Shop,"Refshalevej 325, 1432 Copenhagen, Denmark",,," MJW5+5C Copenhagen, Denmark",55.6670474,12.4668729,45.0,1432,1432 København K (København Municipality),2185.0,1114.0,1071.0
Velo Pope,4.9,Bicycle Shop,"Rugmarken 9B, 3520 Farum, Denmark", +45 22 81 94 26,http://www.velopave.dk/," R98F+M8 Farum, Denmark",55.816633,12.2290954,44.0,3520,,,,
Loop Rentals - Cargo E -Bikes,4.8,Tour Operator,"Sindshvilevej 4, 2000 Copenhagen, Denmark", +45 61 10 88 08,https://loop-rentals.com/," MGPP+2X Copenhagen, Denmark",55.6850089,12.249093,110.0,2000,"2000 Frederiksberg (København Municipality, Frederiksberg Municipality)",71280.0,33522.0,37758.0
Tropical Bikes,4.9,Sightseeing Tour Agency,"Vester Voldgade 2, 1552 Copenhagen, Denmark", +45 50 65 62 10,https://tropicalbikes.dk/," MHH8+8F Copenhagen, Denmark",55.6850089,12.249093,614.0,1552,1552 København V (København Municipality),387.0,191.0,196.0
City Bike Adventures,4.5,Bicycle Rental Service,"Holbergsgade 12, 1057 Copenhagen, Denmark", +45 71 99 91 50,https://www.citybikeadventures.com/," MHHQ+6F Copenhagen, Denmark",55.6850089,12.249093,41.0,1057,1057 København K (København Municipality),300.0,144.0,156.0
Becopenhagen,4.9,Sightseeing Tour Agency,"Fortunestrade 1, 1065 Copenhagen, Denmark", +45 42 83 85 94,https://becopenhagen.dk/," MHHJ+6J Copenhagen, Denmark",55.6850089,12.249093,213.0,1065,1065 København K (København Municipality),25.0,15.0,10.0
Swapfiet's Copenhagen - Oslo Plads,4.2,Bicycle Rental Service,"Oslo Pl.20, 2100 Copenhagen ã, Denmark",,http://www.swapfiets.dk/," MHVP+87 Copenhagen, Denmark",55.6850089,12.249093,211.0,2100,2100 København Ø (København Municipality),91554.0,44085.0,47469.0
Hydrobiking ApS,4.9,Bicycle Rental Service,"Krudtløsvej 2A, 1439 Inner City, Denmark", +45 31 32 08 79,http://www.hydrobiking.dk/," MJM5+GM Indre By, Copenhagen, Denmark",55.6850089,12.249093,32.0,1439,1439 København K (København Municipality),159.0,77.0,82.0
City Bike Docking Station - Old Kongevej / Planetarium,5.0,Bike Sharing Station,"Gl.Kongevej 6, 1610 Copenhagen, Denmark", +45 89 88 39 10,http://bycyklen.dk/," MHF4+JP Copenhagen Municipality, Denmark",55.6850089,12.249093,2.0,1610,1610 København V (København Municipality),647.0,329.0,318.0
Swapfiet's Copenhagen - Nordre Fasanvej,4.0,Bicycle Rental Service,"Nordre Fasanvej 17, 2000 Frederiksberg, Denmark", +45 78 79 31 58,http://www.swapfiets.dk/," MGJC+FR Frederiksberg, Denmark",55.6850089,12.249093,84.0,2000,"2000 Frederiksberg (København Municipality, Frederiksberg Municipality)",71280.0,33522.0,37758.0
Egedal Bicycles - Vesterbro,4.6,Bicycle Shop,"Istedgade 114, 1650 Copenhagen, Denmark", +45 22 11 80 04,," MH92+FC Copenhagen, Denmark",55.6850089,12.249093,30.0,1650,1650 København V (København Municipality),1506.0,746.0,760.0
Copenhagen E-Bike Tours & Rentals,4.9,Tour Operator,"Langelinie Allã © 56, 2100 Copenhagen, Denmark", +45 31 23 89 00,http://www.copenhagenebiketours.com/," MJX2+84 Copenhagen, Denmark",55.6850089,12.249093,89.0,2100,2100 København Ø (København Municipality),91554.0,44085.0,47469.0
Clean a bike,3.2,Bicycle Rental Service,"Helgolandsgade 21, 15, 1650, 1653 Copenhagen, Denmark", +45 33 22 55 25,," MHC6+CQ Copenhagen, Denmark",55.6850089,12.249093,24.0,1650,1650 København V (København Municipality),1506.0,746.0,760.0
Baisikeli Rental Â City,4.0,Bicycle Rental Service,"Ingerslevsgade 100, 1705 Copenhagen, Denmark",,," MH85+64 Copenhagen, Denmark",55.6850089,12.249093,6.0,1705,1705 København V (København Municipality),933.0,468.0,465.0
City bike Docking Station - Skt.Hans Torv,5.0,Bike Sharing Station,"Blegdamsvej 1, 2200 Copenhagen, Denmark", +45 89 88 39 10,http://bycyklen.dk/," MHR6+GM Copenhagen, Denmark",55.6850089,12.249093,1.0,2200,"2200 København N (København Municipality, Frederiksberg Municipality)",77258.0,36843.0,40415.0
City Bike Docking Station - Borgergade,5.0,Bike Sharing Station,"Borgergade 1f, 1123 Copenhagen, Denmark", +45 89 88 39 10,https://bycyklen.dk/," MHJM+RF Copenhagen, Denmark",55.6850089,12.249093,3.0,1123,1123 København K (København Municipality),890.0,431.0,459.0
Segway Tours Copenhagen,4.9,Sightseeing Tour Agency,"Nikolaj Plads 34, 1067 Copenhagen, Denmark", +45 22 28 24 00,https://segwaytourscopenhagen.com/," MHHJ+7F Copenhagen, Denmark",55.6850089,12.249093,352.0,1067,1067 København K (København Municipality),107.0,58.0,49.0
City Bike Docking Station - Navy Nørreport Station Nord,5.0,Bike Sharing Station,"Ã ster Voldgade 2, 1350 Copenhagen, Denmark", +45 89 88 39 10,http://bycyklen.dk/," MHMF+VM Copenhagen, Denmark",55.6850089,12.249093,3.0,1350,1350 København K (København Municipality),316.0,132.0,184.0
Donkey Republic,5.0,Bike Sharing Station,"Halmtorvet III, 1703 Copenhagen, Denmark",,," MHC6+7R Copenhagen Municipality, Denmark",55.6850089,12.249093,2.0,1703,1703 København V (København Municipality),193.0,94.0,99.0
CBS BIKE RENTAL,1.0,Bicycle Rental Service,"Hunting Road 68, St, 2200 Copenhagen, Denmark", +45 35 34 33 45,," MHW2+99 Copenhagen, Denmark",55.6850089,12.249093,1.0,2200,"2200 København N (København Municipality, Frederiksberg Municipality)",77258.0,36843.0,40415.0
City Bike Docking Station - Amagerbrogade/Elbagade,3.7,Bike Sharing Station,"Elbagade 1, 2300 Copenhagen, Denmark", +45 89 88 39 10,http://bycyklen.dk/," MJ36+8H Copenhagen, Denmark",55.6850089,12.249093,9.0,2300,"2300 København S (København Municipality, Tårnby Municipality)",153680.0,75670.0,78010.0
City Bike Docking Station - Amager Strand Metro Station,5.0,Bike Sharing Station,"Roselillevej 36, 2300 Copenhagen, Denmark", +45 89 88 39 10,https://bycyklen.dk/," MJ4J+FM Copenhagen, Denmark",55.6850089,12.249093,1.0,2300,"2300 København S (København Municipality, Tårnby Municipality)",153680.0,75670.0,78010.0
The city bike,4.5,Bike Sharing Station,"Wine -daing rde 2, 1070 Copenhagen, Denmark", +45 89 88 39 10,https://bycyklen.dk/," MHHP+H2 Copenhagen, Denmark",55.6850089,12.249093,2.0,1070,1070 København K (København Municipality),61.0,33.0,28.0
City bike Docking Station - Halmtorvet,2.0,Bike Sharing Station,"Staldgade 8A, 1699 Copenhagen, Denmark", +45 89 88 39 10,http://bycyklen.dk/," MH96+W2 Copenhagen Municipality, Denmark",55.6850089,12.249093,1.0,1699,,,,
City bike Docking Station,3.0,Bike Sharing Station,"H. C. Andersen's Blvd., 1553 Copenhagen, Denmark",,http://bycyklen.dk/," MHFC+CQ Copenhagen, Denmark",55.6850089,12.249093,1.0,1553,1553 København V (København Municipality),418.0,210.0,208.0
City bike Docking Station - Lergravsparken Metro Station,4.0,Bike Sharing Station,"Lergravsvej 11, 2300 Copenhagen, Denmark", +45 89 88 39 10,https://bycyklen.dk/," MJ68+WH Copenhagen, Denmark",55.6850089,12.249093,2.0,2300,"2300 København S (København Municipality, Tårnby Municipality)",153680.0,75670.0,78010.0
City Bike Docking Station - Navy Nørreport Station Mid,4.0,Bike Sharing Station,"Navy Voldgade 56, 1358 Copenhagen, Denmark", +45 89 88 39 10,https://bycyklen.dk/," MHMC+26 Copenhagen, Denmark",55.6850089,12.249093,2.0,1358,1358 København K (København Municipality),393.0,199.0,194.0
City Bike Docking Station - Copenhagen Central Railway Rail,3.0,Bike Sharing Station,"Bernstorffsgade 14, 1577 Copenhagen, Denmark", +45 89 88 39 10,https://bycyklen.dk/," MHF8+96 Copenhagen, Denmark",55.6850089,12.249093,2.0,1577,1577 København V (København Municipality),665.0,416.0,249.0
City bike Docking Station - Vesterbro's Torv,4.5,Bike Sharing Station,"Gasværksvej 1, 1656 Copenhagen, Denmark", +45 89 88 39 10,https://bycyklen.dk/," MHC4+V6 Copenhagen, Denmark",55.6850089,12.249093,45.0,1656,1656 København V (København Municipality),708.0,344.0,364.0
Kongens Nytorv By -Bike Station,3.0,Bike Sharing Station,"Kongens Nytorv 13, 1050 Copenhagen, Denmark",,," MHHM+MW Copenhagen, Denmark",55.6850089,12.249093,1.0,1050,1050 København K (København Municipality),20.0,10.0,10.0
Ecycle helmet,3.7,Bicycle Shop,"Husby Alle 19, 2630 Taastrup, Denmark", +45 61 10 93 93,http://ecykelhjelm.dk/," M75V+WJ Taastrup, Denmark",55.659836,12.1498354,9.0,2630,,,,
Lion bikes,4.4,Bicycle Shop,"Frederikssundsvej 68, 2400 Copenhagen, Denmark", +45 26 63 02 66,http://www.noerrebro-shopping.dk/butik/lion-cykler-6857.html," PG3G+QW Copenhagen, Denmark",55.6926563,12.4074389,78.0,2400,2400 København NV (København Municipality),54410.0,27010.0,27400.0
Thansen Copenhagen S.,3.3,Home Goods Store,"Rundholtsvej 4, 2300 Copenhagen, Denmark", +45 31 31 31 31,https://www.thansen.dk/butikker/koebenhavns?utm_source=google&utm_medium=organic&utm_campaign=local_search&utm_id=koebenhavns," MH38+FV Copenhagen, Denmark",55.6926563,12.4074389,180.0,2300,"2300 København S (København Municipality, Tårnby Municipality)",153680.0,75670.0,78010.0
"Max's Bike (Repair, Rent, Buy)",2.9,Bicycle Shop,"Navy Farimagsgade 40, 1364 Copenhagen, Denmark", +45 91 41 15 52,http://www.maxbike.dk/," MHM8+7J Copenhagen, Denmark",55.7081739,12.3881138,36.0,1364,1364 København K (København Municipality),984.0,480.0,504.0
Ml bikes (bicycle rankings and - trade),4.8,Bicycle Shop,"Old Jernbanevej 28, 2500 Copenhagen, Denmark", +45 50 56 54 57,," MG79+RG Copenhagen, Denmark",55.7081739,12.3881138,72.0,2500,2500 Valby (København Municipality),65522.0,32588.0,32934.0
Klichã © Bryggens Cycling & Værksted,5.0,Bicycle Shop,"Islands Brygge 79 B, 2300 Copenhagen, Denmark", +45 29 90 36 00,," MH58+3X Copenhagen, Denmark",55.7081739,12.3881138,8.0,2300,"2300 København S (København Municipality, Tårnby Municipality)",153680.0,75670.0,78010.0
Elias Bikes,5.0,Bicycle Shop,"Isafjordsgade 5, 2300 Copenhagen, Denmark", +45 42 42 94 73,," MH8H+7G Copenhagen, Denmark",55.7081739,12.3881138,36.0,2300,"2300 København S (København Municipality, Tårnby Municipality)",153680.0,75670.0,78010.0
Ralson Nordic & Cykeletrksted,4.7,Bicycle Shop,"Prinsessegade 61, 1422 Copenhagen K, Denmark", +45 52 71 72 92,https://www.ralsoncykler.dk/," MHFX+WG Copenhagen, Denmark",55.7081739,12.3881138,3.0,1422,1422 København K (København Municipality),852.0,404.0,448.0
Bicycle hunting,3.7,Bicycle Shop,"Hunting Road 25, 2200 Copenhagen, Denmark", +45 35 83 24 46,https://cykeljagt.dk/," MGRV+7Q Copenhagen, Denmark",55.7081739,12.3881138,3.0,2200,"2200 København N (København Municipality, Frederiksberg Municipality)",77258.0,36843.0,40415.0
Lindebjerg,4.7,Bicycle Shop,"Gladsaxevej 341, 2860 Søsøbborg, Denmark", +45 63 15 00 00,https://lindebjerg.dk/?utm_source=google&utm_medium=gmb&utm_campaign=vallensbaek," PFPP+QG Sborg, Denmark",55.7369046,12.1979272,18.0,2860,"2860 Søborg (København Municipality, Gladsaxe Municipality)",44356.0,22097.0,22259.0
E-Bike Union,5.0,Bicycle Shop,"Poppelstykke 14, 16, 2450 Copenhagen SV, Denmark", +45 50 16 91 89,https://e-bikeunion.dk/," MG26+RM Copenhagen, Denmark",55.6177404,12.2837869,2.0,2450,2450 København SV (København Municipality),39490.0,20034.0,19456.0
Velorbi's test center,4.0,Showroom,"Holbergsgade 12, 1057 Copenhagen K, Denmark", +45 31 11 00 30,https://velorbis.dk/," MHHQ+5F Copenhagen, Denmark",55.7119439,12.2841755,10.0,1057,1057 København K (København Municipality),300.0,144.0,156.0
Thansen Ă Sterbro,3.8,Home Goods Store,"Ã Sterbrogade 125, ST, 2100 Copenhagen, Denmark", +45 31 31 31 31,https://www.thansen.dk/butikker/oesterbro?utm_source=google&utm_medium=organic&utm_campaign=local_search&utm_id=oesterbro," PH6G+RW Copenhagen, Denmark",55.7119439,12.2841755,225.0,2100,2100 København Ø (København Municipality),91554.0,44085.0,47469.0
Saturn bikes,4.3,Bicycle Shop,"Finsensvej 43 B, 2000 Frederiksberg, Denmark", +45 28 87 83 11,," MGJ6+P2 Frederiksberg, Denmark",55.7119439,12.2841755,41.0,2000,"2000 Frederiksberg (København Municipality, Frederiksberg Municipality)",71280.0,33522.0,37758.0
Mate.Bike Hq,2.4,Manufacturer,"Gray Breeding Square, 1154 Copenhagen, Denmark",,https://mate.bike/," MHHG+VC Copenhagen, Denmark",55.7119439,12.2841755,84.0,1154,1154 København K (København Municipality),121.0,62.0,59.0
Speed ​​Pedelec electric bikes,4.5,Electric Bicycle Store,"Old Køge Landevej 57, 2500 Valby, Denmark", +45 41 37 21 00,https://velohouse.dk/collections/speed-pedelec-45-km-t," MG47+VF Valby, Copenhagen, Denmark",55.7119439,12.2841755,45.0,2500,2500 Valby (København Municipality),65522.0,32588.0,32934.0
Jooll,4.3,Bicycle Shop,"Kattegatvej 39, 2150 Copenhagen, Denmark",,https://jooll.bike/," PJC5+G7 Copenhagen, Denmark",55.7119439,12.2841755,45.0,2150,2150 Nordhavn (København Municipality),4006.0,2013.0,1993.0
Free Bike Shop Rødovre,4.2,Bicycle Shop,"Roskildevej 254, 258, 2610 RØRØDOVRE, Denmark", +45 43 42 23 13,https://www.fribikeshop.dk/butikker/roedovre/roskildevej," MFFC+4Q Rdovre, Denmark",55.7119439,12.2841755,83.0,2610,"2610 Rødovre (København Municipality, Hvidovre Municipality, Rødovre Municipality)",45234.0,22230.0,23004.0
Greenrider.dk - get EL on your bike,5.0,Bicycle Shop,"Jyllingevej 42, 2720 Copenhagen, Denmark", +45 93 60 47 57,https://www.greenrider.dk/," MFRP+X6 Copenhagen, Denmark",55.7119439,12.2841755,1.0,2720,"2720 Vanløse (København Municipality, Frederiksberg Municipality)",33170.0,16384.0,16786.0
Jupiter extra,3.9,Bicycle Shop,"Amagerbrogade 197, 2300 Copenhagen, Denmark", +45 32 55 73 53,http://jupiter-ekstra.dk/," MJ27+53 Copenhagen, Denmark",55.7119439,12.2841755,50.0,2300,"2300 København S (København Municipality, Tårnby Municipality)",153680.0,75670.0,78010.0
Elvira electric bikes,3.8,Electric Bicycle Store,"Hvidovrevej 90, 2610 Rørødovre, Denmark", +45 36 70 54 44,http://www.elviraelcykler.dk/," MF7F+XF Rdovre, Denmark",55.7119439,12.2841755,68.0,2610,"2610 Rødovre (København Municipality, Hvidovre Municipality, Rødovre Municipality)",45234.0,22230.0,23004.0
Falck bikes,4.0,Bicycle Shop,"Gl.Kongevej 87, 1850 Frederiksberg, Denmark", +45 33 25 24 85,https://www.facebook.com/falckcykler.frb/," MGFX+RM Frederiksberg Municipality, Denmark",55.7119439,12.2841755,21.0,1850,,,,
Copenhagen Bike Factory,3.0,Bicycle Shop,"Brobergsgade 4, 1427 Copenhagen K, Denmark", +45 71 96 12 14,https://copenhagenbikefactory.dk/," MHGW+4H Copenhagen, Denmark",55.7119439,12.2841755,2.0,1427,1427 København K (København Municipality),218.0,111.0,107.0
Babylon bikes,2.5,Bicycle Shop,"Navnorrebrogade 108, 2200 Copenhagen, Denmark", +45 35 34 19 54,," MHV2+86 Copenhagen, Denmark",55.6933405,12.4785094,33.0,2200,"2200 København N (København Municipality, Frederiksberg Municipality)",77258.0,36843.0,40415.0
City's best used bikes,4.5,Used Bicycle Shop,"Frederiks Brygge, 2450 Copenhagen, Denmark",,," MG4X+FM Copenhagen, Denmark",55.6561339,12.4770565,45.0,2450,2450 København SV (København Municipality),39490.0,20034.0,19456.0
Citi Bike NYC,4.5,No Category,"Refshalevej 325, 1432 Copenhagen, Denmark",,https://citibikenyc.com/," MJW5+5C Copenhagen, Denmark",55.6954936,12.5364363,45.0,1432,1432 København K (København Municipality),2185.0,1114.0,1071.0
