name,rating,reviews,category,address,phone,website,plus_code,latitude,longitude
VELOHOUSE - House of E-bikes,"4.8
(122)",(154),Electric bicycle store,"Gammel Køge Landevej 57, 2500 København, Denmark","
+45 41 37 21 00",https://velohouse.dk/,"
MG47+VF Copenhagen, Denmark",55.6800752,12.4236623
E-F Cykler,"4.7
(50)",(154),Road cycling,"Emdrupvej 14, 2100 København, Denmark","
+45 39 29 89 68",No Website,"
PH93+GV Copenhagen, Denmark",55.6800752,12.4236623
Kongens Cykler,"4.2
(106)",(154),Bicycle Shop,"Store Kongensgade 63, 1264 København, Denmark","
+45 50 41 50 73",No Website,"
MHMQ+V4 Copenhagen, Denmark",55.6800752,12.4236623
Cykelexperten.dk,"4.1
(587)",(154),Bicycle Shop,"Slotsherrensvej 103, 2720 København, Denmark","
+45 72 30 18 17",https://cykelexperten.dk/,"
MFXF+5W Copenhagen, Denmark",55.6979846,12.3305582
"Niko Cycles - Rentals, Sales, & Service","4.1
(50)",(154),Bicycle Shop,"Krusågade 2, 1719 København, Denmark","
+45 71 43 26 07",No Website,"
MH83+RQ Copenhagen, Denmark",55.6670567,12.4102215
nihola Cykler,"4.2
(35)",(154),Bicycle Shop,"Ingerslevsgade 100, 1705 København, Denmark","
+45 33 22 79 05",http://www.nihola.dk/,"
MH85+65 Copenhagen, Denmark",55.6670567,12.4102215
Noa cykler,"3.9
(77)",(154),Bicycle Shop,"Nordre Frihavnsgade 56, 2100 København, Denmark","
+45 50 69 76 75",http://www.noacykler.dk/,"
PH2M+W7 Copenhagen, Denmark",55.6670567,12.4102215
Pedalatleten - Elcykel testcenter,"3.7
(262)",(154),Electric bicycle store,"Oslo Pl. 9, 2100 København, Denmark","
+45 70 70 75 13",http://www.pedalatleten.dk/,"
MHRP+VH Copenhagen, Denmark",55.6670567,12.4102215
VeloSMART - mobil cykelservice (mobil cykelsmed),"5.0
(15)",(154),Bicycle repair shop,"Helgolandsgade 2, 3tv, 1653 København, Denmark","
+45 60 62 91 19",No Website,"
MHF6+47 Copenhagen, Denmark",55.6670567,12.4102215
Vesterbro City Cykler,"4.4
(43)",(154),Bicycle Shop,"Vesterbrogade 91F, 1620 København, Denmark","
+45 42 31 41 77",No Website,"
MGCW+QV Copenhagen, Denmark",55.6670567,12.4102215
recycle cykelværksted,"5.0
(13)",(154),Bicycle repair shop,"Nordre Frihavnsgade 76, 2100 København, Denmark","
+45 50 11 11 00",No Website,"
PH3P+58 Copenhagen, Denmark",55.6670567,12.4102215
Fælledparken cykler,"4.2
(61)",(154),Bicycle repair shop,"Blegdamsvej 80, 2100 København, Denmark","
+45 23 86 33 33",No Website,"
MHWC+99 Copenhagen, Denmark",55.6670567,12.4102215
Fælledparken cykler,"4.2
(61)",(166),Bicycle repair shop,"Blegdamsvej 80, 2100 København, Denmark","
+45 23 86 33 33",No Website,"
MHWC+99 Copenhagen, Denmark",55.6670567,12.4102215
Blegdams Cykler,"4.6
(37)",(166),Bicycle Shop,"Blegdamsvej 40, 2100 København, Denmark","
+45 32 13 81 82",http://www.blegdamscykler.dk/,"
MHV8+79 Copenhagen, Denmark",55.6670567,12.4102215
Classen's Cykler,"4.4
(17)",(166),Bicycle Shop,"Classensgade 11, 2100 København, Denmark","
+45 35 26 55 44",http://www.classenscykler.dk/,"
MHWJ+PJ Copenhagen, Denmark",55.6670567,12.4102215
Luca's Cykler,"4.0
(102)",(166),Bicycle Shop,"Fredensgade 15A, 2200 København, Denmark","
+45 23 32 39 83",http://www.lucascykler.dk/,"
MHV8+6R Copenhagen, Denmark",55.6670567,12.4102215
Haider Cycle Workshop,"2.1
(38)",(166),Bicycle repair shop,"Gormsgade 1, 2200 København, Denmark","
+45 52 92 71 49",https://haiderscykler.dk/,"
MGWW+R6 Copenhagen, Denmark",55.6670567,12.4102215
CPH Bike Rental,"4.3
(35)",(166),Bicycle rental service,"Valhøjvej 2, 2500 Valby, Denmark","
+45 26 70 02 29",No Website,"
MG89+HF Valby, Copenhagen, Denmark",55.6670567,12.4102215
Forum cykler værksted,"3.8
(31)",(166),Bicycle Shop,"Rosenørns Allé 9, 1970 Frederiksberg C, Denmark","
+45 27 11 97 55",https://forum-cykler.dk/,"
MHJ4+J3 Frederiksberg C, Frederiksberg, Denmark",55.6670567,12.4102215
Norreport Bikes,"3.8
(86)",(166),Bicycle Shop,"Nørre Voldgade 11, 1358 København, Denmark","
+45 50 82 00 04",https://norreportbikes.dk/,"
MHMC+78 Copenhagen, Denmark",55.6670567,12.4102215
Ms Cykelcenter,"3.5
(47)",(166),Bicycle repair shop,"Vester Farimagsgade 4, 1606 København, Denmark","
+45 61 65 53 15",http://mscykler.dk/,"
MHF6+RX Copenhagen, Denmark",55.6670567,12.4102215
Grønttorvet City Cykler,"3.8
(27)",(166),Bicycle repair shop,"Kongeæblevej 9, 2500 København, Denmark","
+45 64 63 32 22",No Website,"
MG43+7W Copenhagen, Denmark",55.6670567,12.4102215
Cykelværkstedet,"4.3
(26)",(166),Bicycle repair shop,"Enghavevej 51, 1674 København, Denmark","
+45 32 17 73 43",No Website,"
MG9V+6W Copenhagen, Denmark",55.6670567,12.4102215
YK Bicycle Workshop,"4.6
(46)",(166),Bicycle repair shop,"Tagensvej, 2200 København, Denmark","
+45 42 67 42 44",No Website,"
PH22+9R Copenhagen, Denmark",55.6670567,12.4102215
Kædesmeden,"4.9
(87)",(166),Bicycle repair shop,"Enghavevej 10, 1674 København, Denmark","
+45 93 80 73 70",https://kaedesmeden.dk/,"
MGCW+58 Copenhagen, Denmark",55.6670567,12.4102215
Velobless Cykler,"4.5
(10)",(166),Bicycle Shop,"Østerbrogade 147, 2100 København Ø, Denmark","
+45 39 29 09 29",https://velobless.dk/,"
PH7G+FV Copenhagen, Denmark",55.7137141,12.4330058
Le Tour Cykler,"4.1
(19)",(166),Bicycle Shop,"Fælledvej 25, 2200 København, Denmark","
+45 35 39 33 12",http://letourcykler.dk/,"
MHR6+35 Copenhagen, Denmark",55.7137141,12.4330058
Bike Time S.m.b.a,"2.6
(93)",(166),Bicycle Shop,"Amagerbrogade 124, 2300 København, Denmark","
+45 93 91 01 81",http://biketime.dk/,"
MJ55+46 Copenhagen, Denmark",55.6578235,12.4638077
TRIOBIKE A/S,"4.0
(60)",(166),Manufacturer,"Vesterbrogade 149 building 12, 3rd floor, 1620 København, Denmark","
+45 36 70 00 70",http://triobike.com/,"
MGCQ+28 Copenhagen, Denmark",55.6701128,12.3941067
Rådhusstræde Cykler,"4.2
(17)",(166),Bicycle Shop,"Rådhusstræde 9, 1466 København, Denmark","
+45 50 43 98 00",No Website,"
MHGF+MR Copenhagen, Denmark",55.6701128,12.3941067
Fri BikeShop,"3.9
(64)",(166),Bicycle Shop,"Tuborgvej 171, 2400 København NV, Denmark","
+45 41 22 44 22",https://www.fribikeshop.dk/butikker/koebenhavn/nordvest,"
PG9V+R2 Copenhagen, Denmark",55.7196119,12.3983458
Cykel Stop Frederiksberg,"3.8
(50)",(166),Bicycle Shop,"Borups Allé 131, 2000 Frederiksberg, Denmark","
+45 38 33 30 20",http://www.cykelstop.dk/,"
MGVJ+P4 Frederiksberg, Denmark",55.7196119,12.3983458
Sjælør City Cykler,"3.6
(41)",(166),Bicycle Shop,"Sjælør Blvd. 41, 2450 København, Denmark","
+45 28 45 98 42",http://vandefalk.dk/,"
JGXH+Q3 Copenhagen, Denmark",55.6494684,12.3834765
Bryggens Cykler - Din cykelværksted på Amager,"3.2
(15)",(166),Bicycle Shop,"Gunløgsgade 23-25, 2300 København, Denmark","
+45 32 96 14 11",No Website,"
MH8H+4J Copenhagen, Denmark",55.6494684,12.3834765
Copenhagen Bikeshop,"4.5
(46)",(166),Bicycle Shop,"Jagtvej 68, 2200 København, Denmark","
+45 81 74 16 96",http://www.copenhagenbikeshop.dk/,"
MHW2+99 Copenhagen, Denmark",55.6959924,12.4067819
City Bike Expert,"2.5
(35)",(166),Bicycle Shop,"Vesterbrogade 141, 1620 København, Denmark","
+45 33 31 76 67",No Website,"
MGCQ+2X Copenhagen, Denmark",55.6959924,12.4067819
Bryggen City Cykler,"3.7
(66)",(166),Bicycle Shop,"Leifsgade 1, 2300 København, Denmark","
+45 35 36 92 22",https://m.facebook.com/people/Bryggen-City-Cykler/100065430521748/,"
MH8J+3M Copenhagen, Denmark",55.6959924,12.4067819
Østerbro Cykler,"3.8
(24)",(166),Bicycle Shop,"Slagelsegade 2, 2100 København, Denmark","
+45 27 24 44 95",No Website,"
MHXH+6J Copenhagen, Denmark",55.6959924,12.4067819
Bikeshop.dk,"4.1
(29)",(166),Bicycle Shop,"Århusgade 97, 2100 København, Denmark","
+45 35 43 00 43",http://www.bikeshop.dk/,"
PH4P+RR Copenhagen, Denmark",55.6959924,12.4067819
Cykeltanken,"5.0
(3)",(166),Bicycle Shop,"Bådehavnsgade 42, 2450 København, Denmark","
+45 40 23 14 33",http://www.cykeltanken.dk/,No Plus Code,55.640406,12.3945635
City Cykler,"3.3
(20)",(166),Bicycle repair shop,"Englandsvej 47, 2300 København, Denmark","
+45 27 71 47 47",No Website,"
MJ33+84 Copenhagen, Denmark",55.640406,12.3945635
Frankrigsgade Cykler,"4.2
(25)",(166),Bicycle repair shop,"Frankrigsgade 2, 2300 København, Denmark","
+45 91 61 50 62",https://www.facebook.com/Frankrigsgade-Cykler-106674994626094,"
MJ64+55 Copenhagen, Denmark",55.640406,12.3945635
Cykel-basen/Elcykelsalg,"4.4
(115)",(166),Bicycle Shop,"Vigerslev Allé 58, 2500 Valby, Denmark","
+45 28 28 19 67",http://www.elcykelsalg.dk/,"
MG68+PH Valby, Copenhagen, Denmark",55.640406,12.3945635
City Bike,"4.7
(27)",(166),Bicycle Shop,"Frederiksborggade 41, 1360 København, Denmark","
+45 28 46 68 71",No Website,"
MHP8+69 Copenhagen, Denmark",55.6856149,12.4217768
Bike Rental Copenhagen,"3.9
(99)",(166),Bicycle rental service,"Kongens Nytorv 8, 1050 København, Denmark","
+45 93 91 18 93",http://www.bikerentalcopenhagen.dk/,"
MHJP+HH Copenhagen, Denmark",55.6856149,12.4217768
Rentabike,"3.7
(60)",(166),Bicycle rental service,"Oslo Pl. 9, 2100 Indre By, Denmark","
+45 70 70 75 13",http://www.rentabike.dk/,"
MHRP+RH Indre By, Copenhagen, Denmark",55.6856149,12.4217768
Cykelfabrikken,"4.4
(7)",(166),Bicycle Shop,"Istedgade 92, 1650 København, Denmark","
+45 27 12 32 32",http://www.cykelfabrikken.dk/,"
MH93+J2 Copenhagen, Denmark",55.6856149,12.4217768
Ren Cykel ApS,"1.0
(1)",(166),Road cycling,"Speditørvej 9, 2450 København SV, Denmark","
+45 20 70 69 79",http://www.rencykel.dk/,"
JGPQ+WH København SV, Copenhagen, Denmark",55.6856149,12.4217768
Cykelringen | Cykelbutik med Salg & Reparation af Cykler,"4.2
(26)",(166),Bicycle repair shop,"Peter Bangs Vej 60, 2000 Frederiksberg, Denmark","
+45 38 11 70 04",https://cykelringen.dk/,"
MGH5+HF Frederiksberg, Denmark",55.6856149,12.4217768
Copenhagen Bike Fit,"4.6
(34)",(166),Bicycle Shop,"Randersgade 35, 2100 København, Denmark","
+45 61 65 19 92",http://copenhagenbikefit.dk/,"
PH3J+R8 Copenhagen, Denmark",55.6856149,12.4217768
Star Cykel,"2.9
(46)",(166),Bicycle Shop,"Nørrebrogade 190, 2200 København, Denmark","
+45 30 71 30 55",http://www.facebook.com/pages/Star-Cykel/412675198770009,"
MGXV+3J Copenhagen, Denmark",55.6856149,12.4217768
Erhvervscykler,,(166),Road cycling,"Jernbane Allé 19, 2720 København, Denmark","
+45 82 82 89 89",No Website,"
MFPR+3Q Copenhagen, Denmark",55.6852341,12.3477668
Refshale Udlejning,"5.0
(1)",(166),Water sports equipment rental service,"Refshalevej 320, 1432 København, Denmark","
+45 60 15 55 38",http://www.refshaleudlejning.dk/,"
MJV7+WF Copenhagen, Denmark",55.6948579,12.4694948
W.Cykler,"2.2
(33)",(166),Bicycle Shop,"Nordre Fasanvej 224, 2200 København N, Denmark",No Phone,No Website,"
MGXP+GH Copenhagen, Denmark",55.6988532,12.3922723
Frederiksberg Cyklisten,"4.8
(47)",(166),Road cycling,"Falkoner Alle 31, 2000 Frederiksberg, Denmark","
+45 51 20 00 19",No Website,"
MGMP+35 Frederiksberg, Denmark",55.6988532,12.3922723
Gammelholm Cykler,"4.1
(21)",(166),Bicycle Shop,"Holbergsgade 12, 1057 København, Denmark","
+45 33 33 83 84",No Website,"
MHHQ+4G Copenhagen, Denmark",55.6988532,12.3922723
Cykelkokken,"5.0
(9)",(166),Restaurant,"Ahornsgade 12, st, 2200 København N, Denmark","
+45 20 67 97 04",http://www.cykelkokken.dk/,"
MHR5+RV Copenhagen, Denmark",55.6988532,12.3922723
Nordhavn Cykler,"3.7
(71)",(166),Bicycle repair shop,"Strandboulevarden 66, Nordre Frihavnsgade 90, 2100 København Ø, Denmark","
+45 26 66 77 75",http://www.oesterbrogade-shopping.dk/butik/nordhavn-cykler-3617.html,"
PH3Q+89 Copenhagen, Denmark",55.6988532,12.3922723
Fri Bikeshop,"4.3
(85)",(166),Bicycle Shop,"Godthåbsvej 248, 254, 2720 Vanløse, Denmark","
+45 71 99 23 13",https://www.fribikeshop.dk/butikker/vanloese,"
MGV6+R7 Vanløse, Copenhagen, Denmark",55.6988532,12.3922723
Københavns Cykeltaxa,"4.1
(14)",(166),Tour operator,"Rosenborggade 12, 1130 København K, Denmark","
+45 61 51 20 30",http://www.cykeltaxa.dk/,"
MHMF+FQ Copenhagen, Denmark",55.6988532,12.3922723
Copenhagen Bicycles,"4.2
(180)",(166),Bicycle rental service,copenhagenbicycles.dk,"
+45 93 92 91 32",https://copenhagenbicycles.dk/,No Plus Code,55.6988532,12.3922723
Liisabike,,(166),Bicycle Shop,"Fabriksområdet 91, 1440 KØBENHAVN K, Denmark","
+45 42 36 12 12",http://liisabike.dk/,"
MJF2+FG Copenhagen, Denmark",55.6988532,12.3922723
Recykel,,(166),Bicycle Shop,"kltv, Tullinsgade 10, 1618 København, Denmark","
+45 31 38 42 58",http://www.recykel.dk/,"
MHF2+F7 Copenhagen, Denmark",55.6988532,12.3922723
Chr.havn City Bikes,"3.0
(30)",(166),Bicycle Shop,"Torvegade 26, 1400 København, Denmark","
+45 32 95 90 99",http://www.cykelshop24.dk/chrhavn-city-cykler-koebenhavn-k.htm,"
MHFQ+6R Copenhagen, Denmark",55.6988532,12.3922723
